# TESS Program G022062

Title: Eclipsing Binary Stars: Indispensable Astrophysical Labs

PI: Prsa, Andrej - Villanova University

Type: LARGE

Summary: Eclipsing binary stars (EBs) have served as principal gauges of fundamental stellar properties: the benchmark-grade systems allow an accuracy in masses and radii to exceed 2%, in turn providing stringent constraints on stellar evolution models. This is a multi-faceted proposal that builds on three principal aims: (1) extract known EB light curves from full-frame images; (2) run a search for unknown EBs within the full-frame images and extract their light curves; and (3) acquire 2-min cadence observations for a priority-sorted list of EBs that will serve as calibration standards, galactic population tracers and follow-up of well-studied, important systems, especially those observed by Kepler.
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
359634548,280.7345,55.4515,6.61,G022062
376979172,284.3017,56.2328,7.95,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377192659,285.9148,57.4572,8.36,G022062
377251803,286.2642,57.126,9.05,G022062
377253090,286.1923,58.9513,11.84,G022062
377296926,286.8154,55.0128,11.98,G022062
377307592,286.9862,59.3978,11.73,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7935,56.4175,11.54,G022062;G022208
392536812,280.4675,58.0563,11.22,G022062
399788405,278.1634,57.6482,11.39,G022062
424461577,279.7344,60.3981,10.15,G022062
48499902,284.7577,52.4682,11.64,G022062;G022204

# Sector 020 targets observed (123)
252966170,119.9076,48.7758,8.08,G022062
289484878,119.8362,41.7847,8.29,G022062
328420516,116.2667,48.3948,7.32,G022062
373564878,113.9832,43.0307,6.05,G022062
39643723,120.1914,42.1757,9.28,G022062
98951383,117.214,46.6084,8.78,G022062
191933664,102.827,47.6733,9.44,G022062
470966839,97.2281,52.1257,6.81,G022062
138333980,95.5127,34.597,7.13,G022062
16553489,105.7701,38.1408,8.8,G022062
172421004,98.9068,32.5768,7.79,G022062
240071664,100.0318,30.0322,9.99,G022062
240154683,101.5381,34.4146,10.79,G022062
368779220,100.1767,40.1686,6.61,G022062
38215399,108.0771,36.127,7.64,G022062
16117772,113.8937,35.9533,9.62,G022062
165818534,122.2307,32.8168,9.62,G022062
239187696,113.6547,31.869,7.42,G022252;G022062;G022039;G022038;G022240
39022055,118.6688,38.099,7.74,G022062
4164713,114.6257,33.7118,7.49,G022062
147610499,148.6187,69.2227,10.75,G022062
376595143,86.683,75.349,10.38,G022003;G022062
456263109,101.87,69.6291,8.24,G022062
468827257,91.9091,69.7296,10.59,G022062
322549898,93.0912,58.2093,10.22,G022003;G022062
71103363,91.9249,60.8017,11.85,G022062
252977783,121.15,53.6785,6.74,G022062
461662516,124.3634,51.8626,9.12,G022062
80958916,122.5522,55.804,7.3,G022062;G022223
153891668,129.607,76.9245,9.91,G022062
312865025,126.4656,77.2185,9.4,G022062
441618236,119.4157,77.5763,6.62,G022062
154511165,187.1025,74.2354,11.95,G022062
155894704,176.3716,72.2494,10.01,G022062;G022208
372759279,175.0063,75.156,10.84,G022062
160492551,239.4602,77.7933,9.98,G022062
257002707,223.932,76.3064,8.35,G022062
257023157,225.2483,73.0534,7.67,G022062;G022103
219109908,271.3763,69.7542,10.23,G022062
229585542,271.5271,72.5847,10.02,G022062
229751802,280.8019,69.9322,9.02,G022062
229776076,282.7475,69.8828,9.35,G022030;G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
237215017,294.7802,76.4228,7.24,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
237278994,299.6589,72.2383,10.18,G022062;G022208
256298934,276.4872,68.9619,11.26,G022062
258351350,296.5108,69.9193,7.93,G022062
259126645,291.4795,68.9355,9.1,G022062
263968694,288.5297,78.2664,11.97,G022062
269697721,301.6155,70.6597,7.68,G022062
280033934,297.5902,70.288,10.52,G022062
288391801,267.2346,78.1229,11.41,G022062
329153513,268.2669,77.3841,8.9,G022062
356820646,269.5245,73.1237,11.22,G022062
366517337,303.7511,76.905,10.14,G022062
366517381,303.9876,76.8102,9.4,G022062
160472514,237.706,72.2112,9.38,G022062;G022173;G022208
219859691,257.819,69.5032,9.05,G022030;G022062
219900027,263.8386,68.6387,11.2,G022062
233208885,266.3517,69.3062,11.33,G022062
233233639,267.2584,67.4366,11.45,G022062
272650576,233.2397,70.7043,8.88,G022062
272781956,238.24,68.725,9.4,G022062;G022208
188767945,261.2845,53.1332,7.22,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198280388,250.2744,60.6062,11.28,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198410462,259.2014,54.7708,11.21,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
199661829,251.2555,57.1129,11.79,G022062
199688409,253.0515,57.7255,12.05,G022062
199709055,253.5448,56.3649,11.9,G022062
199716496,254.391,59.5313,10.64,G022062
219750638,261.1125,64.2067,9.95,G022062
224605072,255.5992,58.8699,11.43,G022062
229687624,262.9887,57.1784,8.98,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
233679640,260.3366,60.0582,10.88,G022062
284890361,260.4364,54.5592,11.66,G022232;G022062;G022208
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
229461186,295.1026,60.9203,10.85,G022062;G022208
229913521,287.4277,64.8589,9.91,G022062
229944718,288.1841,62.2707,10.37,G022062
232637164,281.123,56.779,7.89,G022062
233532554,280.4475,62.6764,9.6,G022062
233539736,281.0183,60.7701,10.48,G022135;G022062
243352373,290.2687,56.3285,10.23,G022062;G022208
243352809,290.4019,56.843,11.34,G022062
258773798,286.1776,66.3019,11.36,G022062
267808239,293.123,56.3881,9.58,G022062
284364590,290.7668,56.1347,10.4,G022062;G022103
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
359634548,280.7345,55.4515,6.61,G022062
376979172,284.3017,56.2328,7.95,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377192659,285.9148,57.4572,8.36,G022062
377251803,286.2642,57.126,9.05,G022062
377253090,286.1923,58.9513,11.84,G022062
377307592,286.9862,59.3978,11.73,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7935,56.4175,11.54,G022062;G022208
392536812,280.4675,58.0563,11.22,G022062
399788405,278.1634,57.6482,11.39,G022062
424461577,279.7344,60.3981,10.15,G022062
424721218,294.6015,56.5403,11.64,G022062

# Sector 021 targets observed (132)
21499609,148.9399,37.1949,8.44,G022062
16805617,141.869,39.5041,8.51,G022062;G022238
17122372,144.0656,37.5288,9.39,G022109;G022148;G022062;G022238;G022198
188512866,143.8437,39.9633,6.4,G022062
39699574,136.7103,47.1125,7.87,G022062
67586690,131.042,36.9179,6.11,G022062
67949277,142.6592,44.7693,7.2,G022062
88646716,135.8501,38.0986,9.01,G022062
101547609,129.7856,31.7956,8.06,G022062;G022038
126325291,135.481,26.6894,8.71,G022062
302581695,133.4818,35.5382,6.09,G022062
332146607,130.6923,31.8624,6.64,G022062
125529239,144.7112,28.4005,9.98,G022062
172529744,142.8222,27.3871,6.56,G022062
233635280,146.0478,25.3528,8.61,G022062
330753460,144.1305,28.3397,8.72,G022062
82224114,150.9342,28.2325,8.89,G022062
137729154,174.1477,56.1332,7.49,G022062
138578906,175.7594,60.5769,9.1,G022062;G022208
141128993,165.6271,55.0291,7.06,G022062
302666414,163.0049,55.3552,7.85,G022062
302668828,163.2545,57.7023,8.75,G022003;G022062
377390037,161.4996,56.9209,6.84,G022062
377390121,161.5418,56.4704,9.54,G022062
445829772,173.0872,49.736,11.45,G022062
55753802,181.5822,57.1765,9.69,G022062;G022208
55778901,182.2596,56.0318,11.14,G022062
138505004,157.5135,61.8115,9.28,G022062
147610499,148.6187,69.2227,10.75,G022062
417851133,159.5825,60.1234,6.33,G022062
287095354,137.4826,54.4872,8.82,G022062
318210626,142.5782,52.1519,8.87,G022062
318210930,142.5449,53.6498,8.88,G022062
446127290,145.9396,55.9524,7.38,G022062
453432481,147.5245,49.0755,7.83,G022062;G022063
459789367,144.5278,56.0187,9.98,G022062
150276644,161.0004,46.2063,6.75,G022080;G022062;G022032
318230704,162.8925,50.2546,8.43,G022161;G022062
406758816,161.3355,45.5663,6.87,G022062
406781370,170.5235,46.726,11.21,G022062
154511165,187.1025,74.2354,11.95,G022062
155894704,176.3716,72.2494,10.01,G022062;G022208
372759279,175.0063,75.156,10.84,G022062
147625755,184.1521,64.8576,11.02,G022062;G022208
148963419,190.061,66.286,10.62,G022062
157273321,198.7264,59.2958,7.89,G022062
207384197,207.2536,60.8552,10.92,G022062
153991851,204.737,69.8031,9.8,G022062
160472514,237.706,72.2112,9.38,G022062;G022173;G022208
202442615,227.9579,61.8576,7.67,G022062
202442617,227.9568,61.862,8.2,G022135;G022062
202442974,227.9349,63.622,7.95,G022062
202505095,230.6554,62.0469,6.04,G022062;G022133;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
257023157,225.2483,73.0534,7.67,G022062;G022103
270491862,232.3421,67.2121,9.45,G022062
272650576,233.2397,70.7043,8.88,G022062
458481461,233.4629,63.9073,7.14,G022062;G022103
160492551,239.4602,77.7933,9.98,G022062
257002707,223.932,76.3064,8.35,G022062
219109908,271.3763,69.7542,10.23,G022062
229585542,271.5271,72.5847,10.02,G022062
233207585,266.0012,70.2594,10.2,G022062
233208885,266.3517,69.3062,11.33,G022062
237215017,294.7802,76.4228,7.24,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
263968694,288.5297,78.2664,11.97,G022062
288391801,267.2346,78.1229,11.41,G022062
329153513,268.2669,77.3841,8.9,G022062
356820646,269.5245,73.1237,11.22,G022062
441734144,258.558,76.7038,10.59,G022062
198158346,242.8965,61.1994,7.67,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
198280388,250.2744,60.6062,11.28,G022062
199688409,253.0515,57.7255,12.05,G022062
199716496,254.391,59.5313,10.64,G022062
219738202,241.5722,62.7629,10.45,G022062
219750638,261.1125,64.2067,9.95,G022062
219859691,257.819,69.5032,9.05,G022030;G022062
224605072,255.5992,58.8699,11.43,G022062
272781956,238.24,68.725,9.4,G022062;G022208
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
229687624,262.9887,57.1784,8.98,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
232637164,281.123,56.779,7.89,G022062
233679640,260.3366,60.0582,10.88,G022062
289722957,274.1804,53.2465,11.51,G022062
298598960,271.9596,51.4671,12.03,G022062
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356150515,266.4807,52.6346,11.55,G022062
356340346,268.3646,52.3855,8.15,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
359634548,280.7345,55.4515,6.61,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7936,56.4175,11.54,G022062;G022208
392536812,280.4675,58.0563,11.22,G022062
399788405,278.1634,57.6482,11.39,G022062
424461577,279.7344,60.3981,10.15,G022062
229461186,295.1026,60.9203,10.85,G022062;G022208
229776076,282.7475,69.8828,9.35,G022030;G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
229913521,287.4277,64.8589,9.91,G022062
229944718,288.1841,62.2707,10.37,G022062
233532554,280.4475,62.6764,9.6,G022062
236872887,302.914,63.5274,7.7,G022135;G022062
237278994,299.6589,72.2383,10.18,G022062;G022208
258351350,296.5108,69.9193,7.93,G022062
258773798,286.1776,66.3019,11.36,G022062
259126645,291.4795,68.9355,9.1,G022062
269697721,301.6155,70.6597,7.68,G022062
280033934,297.5902,70.288,10.52,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377253090,286.1923,58.9513,11.84,G022062
377307592,286.9862,59.3978,11.73,G022062

# Sector 022 targets observed (200)
135084773,184.6507,23.12,8.18,G022109;G022148;G022062
138934659,180.4332,29.5482,8.08,G022062
141274685,184.4483,25.0543,8.18,G022062;G022103
157018051,181.382,21.0004,8.68,G022062
285117481,186.0143,25.8512,6.47,G022062;G022109;G022148;G022223
285117596,185.9242,26.6014,8.74,G022109;G022062;G022148
328859726,184.7121,26.3232,9.86,G022062
328860378,184.7981,29.2004,9.72,G022003;G022062
328860558,184.7523,28.0473,8.29,G022062
347329186,183.3639,23.2663,8.77,G022062
357288838,182.4972,22.6396,7.59,G022062
393801527,186.9098,25.9121,6.52,G022062;G022109;G022148;G022223
393806729,187.0578,25.0333,8.41,G022062
393807621,187.2363,28.8862,8.09,G022062;G022103
393808058,187.1589,26.2269,6.34,G022062;G022109;G022148;G022223
393808110,187.1855,25.8992,6.44,G022122;G022062;G022109;G022148;G022223
4735737,182.8079,29.1074,9.06,G022062
97757876,185.7849,25.8513,8.57,G022148;G022062;G022109
144376560,172.5174,29.9635,6.59,G022062;G022171
144379522,172.5915,35.8418,9.26,G022062
166647000,165.7164,30.4152,7.68,G022062
172536590,165.2398,27.1322,7.48,G022062
156380098,159.8865,15.3304,8.61,G022062
358790031,161.2781,16.3375,7.81,G022062
63309085,158.3572,17.5742,8.91,G022062
77139245,168.0234,14.3058,8.04,G022062
95857383,162.4679,20.4913,9.31,G022062
97486585,165.5086,22.596,8.14,G022062
97522466,166.9154,23.3238,6.33,G022062;G022223
165428428,173.2053,12.1736,8.69,G022062
240175088,169.1482,12.463,7.72,G022062
240175453,169.2203,14.0735,9.6,G022062
335812591,183.1236,16.0701,9.85,G022062
388843945,173.5416,11.0238,6.44,G022062
67474119,171.9942,14.8318,8.74,G022062
67504616,172.4179,12.5063,8.3,G022062
67544478,173.677,16.7969,6.45,G022062;G022133;G022171;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
165371937,200.9877,43.5986,9.32,G022028;G022062
17665550,193.465,41.8229,7.92,G022062
180607729,198.3324,40.5609,6.57,G022062
180655127,200.0034,38.1588,7.36,G022062
198104956,196.1768,51.2026,8.19,G022062
219823570,203.9103,49.2348,10.24,G022062;G022232
284595199,198.7775,44.0426,8.84,G022003;G022062
288434781,203.0218,46.0019,10.33,G022003;G022062
320211956,194.8848,41.9878,7.69,G022062
393894013,198.3894,47.7973,9.16,G022062
393896594,200.2114,43.9903,6.09,G022062
417118871,198.9623,43.8855,11.72,G022232;G022062
446175401,201.7203,45.5453,10.86,G022062;G022017;G022198
150388753,193.9126,54.9613,6.75,G022115;G022062
157871565,191.0571,51.7582,6.16,G022062
316333039,188.2281,54.7952,7.99,G022062;G022103
445829772,173.0872,49.736,11.45,G022062
55753802,181.5822,57.1765,9.69,G022062;G022208
55778901,182.2596,56.0318,11.14,G022062
141148940,178.774,46.4768,6.59,G022062;G022171;G022223
141179506,180.3886,43.0415,8.46,G022062
18065952,172.9743,41.4399,6.76,G022062
392402786,174.3535,47.4624,8.49,G022062;G022165;G022173
393883284,174.6792,45.1075,7.46,G022062
406781370,170.5235,46.726,11.21,G022062
406782000,170.7163,44.8244,7.71,G022062
99297800,179.0008,35.3405,6.25,G022062
10202383,186.3269,40.0555,9.11,G022062
138974004,188.1453,35.8298,8.18,G022062
139124331,194.0742,32.531,7.52,G022062
14948284,190.2822,30.4372,6.63,G022062
165734495,192.2255,35.175,8.72,G022062
17739626,194.4599,36.7303,8.1,G022103;G022062
180570279,197.6534,35.935,7.37,G022062;G022173;G022038;G022103;G022032
22017780,195.8183,36.6168,9.86,G022062
321453599,188.7467,36.325,7.65,G022062
321475600,188.9996,36.2576,8.28,G022062
359117680,190.0538,28.2226,9.46,G022062
389789080,190.2101,40.5209,7.69,G022062
4751033,189.2618,33.0266,8.3,G022161;G022062
5081539,190.9741,34.3432,7.97,G022080;G022062
5081800,191.2044,35.643,8.31,G022062
147625755,184.1521,64.8576,11.02,G022062;G022208
148963419,190.061,66.286,10.62,G022062
157273321,198.7264,59.2958,7.89,G022062
159209448,203.0088,59.8444,8.51,G022062
207384197,207.2536,60.8552,10.92,G022062
155915231,221.3891,51.179,10.57,G022062
159190005,200.9858,54.9217,3.83,G022109;G022148;G022062
166074503,213.7572,61.3011,8.52,G022062
219033506,206.9145,51.8096,11.43,G022062
255806138,219.442,52.0329,7.71,G022062
284628247,216.8267,53.3119,7.43,G022062
309720946,213.2904,53.6319,11.88,G022062
310362805,213.3664,51.7878,6.29,G022062
310392862,214.1865,53.2636,7.61,G022062
357372327,218.127,50.8278,9.04,G022062
441687696,212.0112,56.5301,11.44,G022062
441690583,212.6238,54.9128,11.25,G022062
441694508,213.2498,55.3253,7.7,G022062;G022238
441704810,215.4994,53.5212,7.67,G022062
161687311,235.9485,58.0243,9.22,G022062
202299805,225.1607,57.7753,11.57,G022062
202442615,227.9579,61.8576,7.67,G022062
202442617,227.9568,61.862,8.2,G022135;G022062
202442974,227.9348,63.622,7.95,G022062
202505095,230.6554,62.0469,6.04,G022062;G022133;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
202506847,231.0707,60.5504,6.58,G022062
207398432,241.9669,55.4471,10.19,G022062;G022204
283819490,228.4887,53.8629,9.97,G022062
286169068,227.5826,53.7277,12.12,G022062
286169292,227.7657,52.8416,10.89,G022062
405504882,224.6669,56.752,9.4,G022062
405526704,234.4325,57.1138,10.78,G022062
458481461,233.4629,63.9073,7.14,G022062;G022103
153991851,204.737,69.8031,9.8,G022062
257002707,223.932,76.3064,8.35,G022062
257023157,225.2483,73.0534,7.67,G022062;G022103
270491862,232.3421,67.2121,9.45,G022062
272650576,233.2397,70.7043,8.88,G022062
272781956,238.24,68.725,9.4,G022062;G022208
160472514,237.706,72.2112,9.38,G022062;G022173;G022208
219109908,271.3763,69.7542,10.23,G022062
219859691,257.819,69.5032,9.05,G022030;G022062
219900027,263.8386,68.6387,11.2,G022062
229585542,271.5271,72.5847,10.02,G022062
233207585,266.0012,70.2594,10.2,G022062
233208885,266.3517,69.3062,11.33,G022062
233233639,267.2584,67.4366,11.45,G022062
288391801,267.2346,78.1229,11.41,G022062
329153513,268.2669,77.3841,8.9,G022062
356820646,269.5245,73.1237,11.22,G022062
441734144,258.558,76.7038,10.59,G022062
198158346,242.8965,61.1994,7.67,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
198280388,250.2744,60.6062,11.28,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
199574208,248.5732,57.1689,10.16,G022227;G022076;G022062;G022039;G022145;G022240;G022069
199610180,249.044,57.3217,8.13,G022062
199661829,251.2555,57.1129,11.79,G022062
199688409,253.0515,57.7255,12.05,G022062
199709055,253.5448,56.3649,11.9,G022062
199716496,254.391,59.5313,10.64,G022062
207496306,246.934,56.7664,11.07,G022062
207496824,246.9546,58.8398,10.75,G022062
219738202,241.5722,62.7629,10.45,G022062
219750638,261.1125,64.2067,9.95,G022062
224605072,255.5992,58.8699,11.43,G022062
229687624,262.9887,57.1784,8.98,G022062
233679640,260.3366,60.0582,10.88,G022062
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
229944718,288.1841,62.2707,10.37,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
232637164,281.123,56.7791,7.89,G022062
233532554,280.4475,62.6764,9.6,G022062
233539736,281.0183,60.7701,10.48,G022135;G022062
237130278,277.8058,52.7854,11.01,G022062;G022208
263930790,276.7499,53.0622,10.44,G022062
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
359634548,280.7345,55.4515,6.61,G022062
376979172,284.3017,56.2328,7.95,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377192659,285.9148,57.4572,8.36,G022062
377251803,286.2642,57.126,9.05,G022062
377253090,286.1923,58.9513,11.84,G022062
377307592,286.9862,59.3978,11.73,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7936,56.4175,11.54,G022062;G022208
392536812,280.4675,58.0563,11.22,G022062
399788405,278.1634,57.6482,11.39,G022062
424461577,279.7344,60.3981,10.15,G022062
47734464,279.7132,52.3443,7.01,G022062
229751802,280.8019,69.9322,9.02,G022062
229776076,282.7475,69.8828,9.35,G022030;G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
229913521,287.4277,64.8589,9.91,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
237278994,299.6589,72.2383,10.18,G022062;G022208
256298934,276.4872,68.9619,11.26,G022062
258351350,296.5108,69.9193,7.93,G022062
258773798,286.1776,66.3019,11.36,G022062
259126645,291.4795,68.9355,9.1,G022062
269697721,301.6155,70.6597,7.68,G022062
280033934,297.5902,70.288,10.52,G022062

# Sector 023 targets observed (226)
27212814,201.1517,14.8575,9.97,G022062
27234054,201.8749,13.9137,7.84,G022062
457880598,210.8852,10.785,5.59,G022062
72518710,207.3994,13.0104,6.21,G022062
95525589,202.7743,12.2602,9.9,G022062
138172859,198.0788,17.5171,6.75,G022062;G022145;G022053;G022032
149506936,194.3818,18.6941,8.34,G022171;G022062
149583171,201.5837,20.5125,9.03,G022062
156514310,193.0082,25.4564,8.71,G022062
159164209,188.7764,18.3772,6.32,G022062
198286439,193.8722,19.9491,8.38,G022062
199497213,198.7549,21.2315,8.57,G022062
27112021,200.0657,17.7654,6.66,G022062
347334021,190.4046,19.8513,8.19,G022062
359148676,195.7893,24.1616,8.63,G022062
462541612,190.0306,20.807,8.15,G022238;G022062
87602354,189.7878,16.4798,7.14,G022062
88218667,196.2387,15.9688,9.77,G022062
92044209,191.8432,16.8263,8.21,G022062;G022103
380699270,192.4363,1.1844,7.47,G022062;G022080
390632932,191.2563,7.9513,9.64,G022062
390692143,193.4754,6.7634,7.45,G022062
422250534,193.8172,7.832,9.16,G022062
422332178,196.6474,11.0442,7.91,G022062
130712175,202.9117,-2.3158,6.58,G022062
365089053,202.4458,1.0948,6.29,G022062
366786599,198.0952,2.6538,7.92,G022062
392909786,206.5277,5.1153,6.92,G022062
397101103,205.1128,2.1505,7.66,G022062
397597726,199.9793,6.857,9.16,G022062
66693422,199.106,-1.3907,6.36,G022062
138256097,220.7722,30.4099,12.04,G022062
219843981,222.5323,29.6498,10.34,G022062
27490879,217.29,38.2763,8.32,G022062
286992966,217.6841,35.4549,7.69,G022080;G022062
406798603,225.6923,37.91,10.13,G022062
417174620,219.2532,30.5982,11.38,G022062
417175621,219.2865,35.9297,7.0,G022062
67707406,225.1232,33.6727,10.76,G022062;G022208
67707714,225.1952,35.1321,10.89,G022062
9036901,221.8227,31.841,11.6,G022062
9058724,222.1287,35.0554,10.01,G022062
165371937,200.9877,43.5986,9.32,G022028;G022062
180607729,198.3324,40.5609,6.57,G022062
180655127,200.0034,38.1588,7.36,G022062
198156183,211.4356,42.3781,8.18,G022062
22848435,204.5065,39.1773,7.33,G022171;G022062
23753424,208.5776,40.7616,8.76,G022062
288434781,203.0218,46.0019,10.33,G022003;G022062
393896594,200.2114,43.9903,6.09,G022062
417118871,198.9623,43.8855,11.72,G022232;G022062
446175401,201.7203,45.5453,10.86,G022062;G022017;G022198
105616263,199.7164,33.4387,7.12,G022173;G022062
105617786,199.8926,35.1058,7.67,G022062;G022198
139124331,194.0742,32.531,7.52,G022062
159203533,203.6597,28.8358,8.25,G022062
165946599,195.2296,31.6166,9.05,G022062
165976940,195.3573,31.3759,8.7,G022238;G022062
180570279,197.6534,35.935,7.37,G022062;G022173;G022038;G022103;G022032
219029711,197.7229,28.3564,8.51,G022062
22017780,195.8183,36.6168,9.86,G022062
321421950,200.9009,33.3735,8.66,G022062;G022032
357345626,195.3872,28.6317,9.09,G022173;G022062
417121131,200.6676,35.929,8.19,G022062;G022103
135155175,211.0073,22.5234,9.47,G022062
157968186,218.8031,24.6392,8.91,G022062;G022208
158016784,220.0237,26.5671,10.11,G022062
199499024,205.5697,24.209,8.07,G022062
232527356,210.4442,32.1468,9.75,G022062
28157482,209.9817,28.1614,8.83,G022003;G022062
357358259,209.0391,25.9187,6.4,G022062
148781497,218.9769,46.5935,9.75,G022253;G022039;G022062
155915231,221.3891,51.179,10.57,G022062
157987530,215.3934,46.9953,9.89,G022062
158035384,217.2311,47.1508,7.93,G022027;G022062
161058448,223.7868,53.683,7.02,G022080;G022062
219033506,206.9145,51.8096,11.43,G022062
255806138,219.442,52.0329,7.71,G022062
284628247,216.8267,53.3119,7.43,G022062
309720946,213.2904,53.6319,11.88,G022062
310362805,213.3664,51.7878,6.29,G022062
310392862,214.1865,53.2636,7.61,G022062
357372327,218.127,50.8278,9.04,G022062
441687696,212.0112,56.5301,11.44,G022062
441690583,212.6238,54.9128,11.25,G022062
441694508,213.2498,55.3253,7.7,G022062;G022238
441704810,215.4994,53.5212,7.67,G022062
116415984,232.1848,47.2015,6.07,G022062
116484192,233.0199,45.5689,11.88,G022062;G022208
116502572,233.8681,43.4802,11.35,G022062
116503129,233.9208,45.7433,11.87,G022062
116520408,234.144,46.6358,11.51,G022062
138256675,229.3612,38.2267,11.57,G022062
155968973,234.8225,43.7624,11.99,G022062
155998626,235.751,43.2655,9.76,G022062
156072994,237.1461,43.4791,10.12,G022062
161668117,226.7098,47.6379,9.13,G022062
193948188,228.9992,50.5276,10.32,G022156;G022062
193990389,230.5245,51.1823,8.91,G022062
20212631,227.0375,39.9706,10.06,G022062;G022232;G022208
20239565,227.7915,38.9513,8.27,G022062
20299889,228.3852,38.5681,9.5,G022062;G022173
298246821,224.118,46.3623,9.65,G022062
309809572,225.2898,48.8046,11.62,G022062
310004006,224.8344,46.8178,8.56,G022062
313404109,227.861,48.6929,8.03,G022062
316317026,223.6016,45.2992,7.5,G022062
